,-0.75V,-1.0V,-1.25V,-1.5V,-1.75V,-2.0V,-2.1V,-2.2V,-2.3V,-2.4V,-2.5V,-2.6V,-2.7V,-2.8V,3.1V,3.2V,3.3V,3.4V,3.5V,3.6V,3.7V,3.8V,3.9V,4.0V,4.1V,4.2V,4.3V,4.4V,4.5V,4.6V
203,,,,,3.47724153E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
204,,,,,3.35581291E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
205,,,,,3.3699186E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
206,,,,,3.46822077E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
207,,,,,3.47029129E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
208,,,,,3.53197294E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
209,,,,,3.52880051E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
210,,,,,3.41773443E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
211,,,,,3.38648391E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
212,,,,,3.35573191E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
213,,,,,3.30735844E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
214,,,,,3.36795836E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
215,,,,,3.41288597E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
216,,,,,3.4272594E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
217,,,,,3.43827253E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
218,,,,,3.41408793E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
219,,,,,3.44769774E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
220,,,,,3.40911441E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
221,,,,,3.44455032E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
222,,,,,3.40213205E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
223,,,,,3.4550871E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
224,,,,,3.41188951E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
225,,,,,3.48132716E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
226,,,,,3.44795239E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
227,,,,,3.5007352E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
228,,,,,3.44079126E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
229,,,,,3.36680017E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
230,,,,,3.41511679E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
231,,,,,3.39879449E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
232,,,,,3.45279659E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
233,,,,,3.4385468E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
234,,,,,3.40304524E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
235,,,,,3.41441989E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
236,,,,,3.39239506E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
237,,,,,3.40352642E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
238,,,,,3.44274497E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
239,,,,,3.44355243E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
240,,,,,3.41376733E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
241,,,,,3.41444661E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
242,,,,,3.42691294E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
243,,,,,3.48237847E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
244,,,,,3.44546066E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
245,,,,,3.44486949E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
246,,,,,3.48431968E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
247,,,,,3.48092129E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
248,,,,,3.44326338E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
249,,,,,3.53172766E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
250,,,,,3.49679766E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
251,,,,,,3.55869304E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
252,,,,,,3.61349151E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
253,,,,,,3.72091023E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
254,,,,,,3.616193E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
255,,,,,,3.62964158E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
256,,,,,,3.63975488E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
257,,,,,,3.66951184E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
258,,,,,,3.69079601E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
259,,,,,,3.6324235E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
260,,,,,,3.64475937E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
261,,,,,,3.63196079E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
262,,,,,,3.68760709E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
263,,,,,,3.71426296E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
264,,,,,,3.67624807E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
265,,,,,,3.74470602E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
266,,,,,,3.77569336E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
267,,,,,,3.74811151E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
268,,,,,,3.75800738E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
269,,,,,,3.7200931E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
270,,,,,,3.82358678E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
271,,,,,,3.8578554E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
272,,,,,,3.85100236E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
273,,,,,,3.85741828E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
274,,,,,,3.94636828E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
275,,,,,,3.87419334E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
276,,,,,,4.0354638E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
277,,,,,,3.98426891E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
278,,,,,,4.03172294E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
279,,,,,,3.92853764E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
280,,,,,,4.00678402E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
281,,,,,,3.92830515E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
282,,,,,,4.00697076E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
283,,,,,,3.96094919E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
284,,,,,,3.92352945E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
285,,,,,,3.92473453E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
286,,,,,,4.04473241E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
287,,,,,,4.02900213E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
288,,,,,,3.9805812E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
289,,,,,,3.96552537E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
290,,,,,,4.03584551E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
291,,,,,,4.02143002E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
292,,,,,,4.05645267E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
293,,,,,,4.07991365E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
294,,,,,,3.97175342E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
295,,,,,,3.93878338E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
296,,,,,,3.95417715E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
297,,,,,,3.98171267E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
298,,,,,,3.97324612E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
299,,,,,,3.99474061E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
300,,,,,,4.08099766E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
301,,,,,,,4.18761402E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
302,,,,,,,4.18898054E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
303,,,,,,,4.17138097E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
304,,,,,,,4.27039282E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
305,,,,,,,4.34427392E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
306,,,,,,,4.31045635E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
307,,,,,,,4.20133603E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
308,,,,,,,4.11062388E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
309,,,,,,,4.15479889E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
310,,,,,,,4.14875615E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
311,,,,,,,4.14469525E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
312,,,,,,,4.18663603E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
313,,,,,,,4.23578513E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
314,,,,,,,4.24756365E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
315,,,,,,,4.33149523E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
316,,,,,,,4.36502063E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
317,,,,,,,4.34247681E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
318,,,,,,,4.34747733E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
319,,,,,,,4.26123137E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
320,,,,,,,4.21370856E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
321,,,,,,,4.29859938E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
322,,,,,,,4.31486711E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
323,,,,,,,4.34666674E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
324,,,,,,,4.32380233E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
325,,,,,,,4.32796554E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
326,,,,,,,4.36269744E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
327,,,,,,,4.35211575E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
328,,,,,,,4.2747439E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
329,,,,,,,4.34411191E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
330,,,,,,,4.33496552E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
331,,,,,,,4.29425683E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
332,,,,,,,4.32283457E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
333,,,,,,,4.37113044E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
334,,,,,,,4.38299281E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
335,,,,,,,4.36766925E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
336,,,,,,,4.31671197E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
337,,,,,,,4.27300364E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
338,,,,,,,4.31619384E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
339,,,,,,,4.29670933E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
340,,,,,,,4.30179057E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
341,,,,,,,4.3080999E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
342,,,,,,,4.37915389E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
343,,,,,,,4.35400267E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
344,,,,,,,4.34412669E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
345,,,,,,,4.40411441E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
346,,,,,,,4.43478228E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
347,,,,,,,4.43935022E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
348,,,,,,,4.38544532E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
349,,,,,,,4.28236916E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
350,,,,,,,4.40808037E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
351,,,,,,,,4.37864912E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
352,,,,,,,,4.44480861E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
353,,,,,,,,4.51941673E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
354,,,,,,,,4.51416582E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
355,,,,,,,,4.44737623E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
356,,,,,,,,4.48245288E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
357,,,,,,,,4.51923881E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
358,,,,,,,,4.50822569E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
359,,,,,,,,4.46910775E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
360,,,,,,,,4.47689303E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
361,,,,,,,,4.51876502E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
362,,,,,,,,4.57413734E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
363,,,,,,,,4.44634253E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
364,,,,,,,,4.5237914E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
365,,,,,,,,4.52795263E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
366,,,,,,,,4.44627005E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
367,,,,,,,,4.48590754E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
368,,,,,,,,4.5446177E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
369,,,,,,,,4.60316244E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
370,,,,,,,,4.63801598E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
371,,,,,,,,4.57425784E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
372,,,,,,,,4.68462673E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
373,,,,,,,,4.77641265E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
374,,,,,,,,4.65685929E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
375,,,,,,,,4.77128879E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
376,,,,,,,,4.73945107E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
377,,,,,,,,4.75575263E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
378,,,,,,,,4.73057156E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
379,,,,,,,,4.74275453E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
380,,,,,,,,4.68070908E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
381,,,,,,,,4.65873313E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
382,,,,,,,,4.64961232E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
383,,,,,,,,4.62444405E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
384,,,,,,,,4.7323033E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
385,,,,,,,,4.69861448E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
386,,,,,,,,4.69267775E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
387,,,,,,,,4.66813276E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
388,,,,,,,,4.86051192E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
389,,,,,,,,4.72977774E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
390,,,,,,,,4.68875925E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
391,,,,,,,,4.72319499E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
392,,,,,,,,4.66988183E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
393,,,,,,,,4.68844689E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
394,,,,,,,,4.68008892E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
395,,,,,,,,4.75079901E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
396,,,,,,,,4.68026684E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
397,,,,,,,,4.76400629E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
398,,,,,,,,4.67373837E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
399,,,,,,,,4.70070461E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
400,,,,,,,,4.81225129E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
401,,,,,,,,,4.92174422E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
402,,,,,,,,,4.91869855E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
403,,,,,,,,,4.9944498E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
404,,,,,,,,,5.05900744E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
405,,,,,,,,,5.08597452E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
406,,,,,,,,,5.03994954E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
407,,,,,,,,,5.09437825E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
408,,,,,,,,,5.03299532E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
409,,,,,,,,,5.05086405E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
410,,,,,,,,,4.98905649E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
411,,,,,,,,,5.04376146E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
412,,,,,,,,,5.11984467E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
413,,,,,,,,,5.19363596E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
414,,,,,,,,,5.16340208E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
415,,,,,,,,,5.19158732E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
416,,,,,,,,,5.24975633E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
417,,,,,,,,,5.08863366E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
418,,,,,,,,,5.26552981E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
419,,,,,,,,,5.21307186E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
420,,,,,,,,,5.17021817E-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
